"Date of Download: 2024-07-11_20:11:41"
"Search Parameters: Data Level:all  Trait List:  Trial List:18316  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814518","GM14323B-4","","plot","8272220","202393DVGST_stom_rep1_GM14323B-4_538","1","1","538","19","16","test","","0","1","24.9","230","8.203125","4.2","4","1","12","8","4","2","230","70","4","3","1","3","3","32","3670","189","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979967","GM14323B-6","","plot","8272707","202393DVGST_stom_rep1_GM14323B-6_26","1","1","26","1","26","test","","1","1","25.0431162790697","70","11.328125","5.8","4","1","15","4","4","4","170","30","4","3","1","2","3","20","4540","240","0","4","1","3","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814099","GM14323B-7","","plot","8272469","202393DVGST_stom_rep1_GM14323B-7_496","1","1","496","18","27","test","","0","1","25.6","220","6.25","3.2","4","1","10","6","4","3","220","40","4","3","1","3","2","20","2730","152","0","4","1","2","3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979842","GM14323B-8","","plot","8272428","202393DVGST_stom_rep1_GM14323B-8_380","1","1","380","14","27","test","","0","1","25.5","240","2.9296875","1.5","4","1","5","6","4","2","240","50","2","1","1","3","2","8","1560","86","0","2","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814063","GM14359A-10","","plot","8272472","202393DVGST_stom_rep1_GM14359A-10_411","1","1","411","15","5","test","","0","1","29","130","3.125","1.6","3","1","1","2","4","4","130","30","3","3","1","4","2","19","1600","119","0","3","1","2","3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814310","GM14363A-2","","plot","8272244","202393DVGST_stom_rep1_GM14363A-2_620","1","1","620","22","19","test","","0","1","28","190","7.421875","3.8","3","1","15","6","4","3","190","60","3","3","1","2","2","25","3750","258","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979846","GM14368A-1","","plot","8272111","202393DVGST_stom_rep1_GM14368A-1_292","1","1","292","11","2","test","","0","1","29.2","130","2.34375","1.2","3","1","7","2","4","4","130","20","4","3","1","4","2","14","1250","94","2","4","1","2","3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814426","GM14368A-2","","plot","8272415","202393DVGST_stom_rep1_GM14368A-2_93","1","1","93","4","24","test","","0","1","27.4","170","3.7109375","1.9","4","1","3","4","4","5","170","30","4","3","1","3","2","11","1650","108","0","4","1","2","3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979848","GM14384A-10","","plot","8272212","202393DVGST_stom_rep1_GM14384A-10_8","1","1","8","1","8","test","","1","1","30.9989336952307","80","6.25","3.2","4","1","2","6","4","3","190","50","4","3","1","4","3","38","2820","241","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979969","GM14384A-6","","plot","8272294","202393DVGST_stom_rep1_GM14384A-6_69","1","1","69","3","11","test","","1","1","28.9","190","10.7421875","5.5","4","1","20","8","4","2","210","50","4","3","1","3","3","40","3590","265","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814102","GM14385B-1","","plot","8272305","202393DVGST_stom_rep1_GM14385B-1_571","1","1","571","20","10","test","","3","1","31.1","60","10.15625","5.2","4","2","18","6","4","3","180","40","4","1","1","2","3","35","4950","424","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814182","GM14385B-2","","plot","8272296","202393DVGST_stom_rep1_GM14385B-2_333","1","1","333","12","16","test","","0","1","32.2","120","5.6640625","2.9","3","3","9","4","4","4","120","40","4","2","1","3","2","21","2800","255","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814522","GM14385B-3","","plot","8272588","202393DVGST_stom_rep1_GM14385B-3_391","1","1","391","14","16","test","","3","1","29.4","60","10.546875","5.4","4","2","14","8","4","3","170","50","3","2","1","2","3","20","4510","345","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814019","GM14385B-6","","plot","8272688","202393DVGST_stom_rep1_GM14385B-6_304","1","1","304","11","14","test","","1","1","29.4","120","11.71875","6","4","1","18","4","4","3","160","50","4","1","1","3","3","40","4080","311","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814103","GM14385B-8","","plot","8272572","202393DVGST_stom_rep1_GM14385B-8_59","1","1","59","3","1","test","","0","1","25.8","140","4.6875","2.4","3","1","8","4","4","4","140","40","3","2","1","3","2","18","1990","113","1","3","1","2","2","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814104","GM14385B-9","","plot","8272677","202393DVGST_stom_rep1_GM14385B-9_404","1","1","404","14","3","test","","2","1","25.6","100","4.4921875","2.3","3","3","8","6","4","4","220","50","4","3","1","3","2","16","2200","122","3","3","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814067","GM14459A-1","","plot","8272597","202393DVGST_stom_rep1_GM14459A-1_18","1","1","18","1","18","test","","1","1","24.2244274007144","200","12.5","6.4","4","2","16","8","4","2","240","60","4","3","1","1","3","29","5000","241","1","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814427","GM14459A-3","","plot","8272149","202393DVGST_stom_rep1_GM14459A-3_352","1","1","352","13","4","test","","3","1","21.8","100","11.5234375","5.9","4","1","12","8","4","2","220","50","3","3","1","2","3","28","4540","153","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814068","GM14459A-4","","plot","8272267","202393DVGST_stom_rep1_GM14459A-4_394","1","1","394","14","13","test","","0","1","24.6","200","11.1328125","5.7","3","1","12","6","4","3","200","60","3","2","1","2","2","25","4480","222","0","3","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814428","GM14459A-5","","plot","8272336","202393DVGST_stom_rep1_GM14459A-5_521","1","1","521","18","2","test","","1","1","21.9","150","6.8359375","3.5","4","1","5","6","4","3","180","40","4","1","1","3","2","15","3330","114","1","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814387","GM14459A-6","","plot","8272286","202393DVGST_stom_rep1_GM14459A-6_154","1","1","154","6","21","test","","0","1","23.5","180","4.6875","2.4","4","1","8","6","4","4","180","50","4","3","1","4","2","22","1950","85","1","4","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981245","GM14459A-9","","plot","8272711","202393DVGST_stom_rep1_GM14459A-9_325","1","1","325","12","24","test","","4","1","23","60","7.421875","3.8","3","2","12","6","4","3","160","40","4","3","1","3","3","17","3300","134","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814313","GM14461A-9","","plot","8272659","202393DVGST_stom_rep1_GM14461A-9_128","1","1","128","5","12","test","","4","1","24.3","50","1.953125","1","3","1","2","4","4","4","110","30","1","3","1","4","2","8","600","29","0","1","1","2","2","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981246","GM14463A-2","","plot","8272268","202393DVGST_stom_rep1_GM14463A-2_339","1","1","339","12","10","test","","1","1","26.1","160","4.4921875","2.3","3","2","4","6","4","3","190","40","4","2","1","3","2","16","2120","124","0","4","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814141","GM14463A-6","","plot","8272382","202393DVGST_stom_rep1_GM14463A-6_330","1","1","330","12","19","test","","2","1","24.9","70","10.15625","5.2","4","2","16","6","4","3","210","60","4","1","1","2","3","28","4980","258","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814480","GM14470B-1","","plot","8272387","202393DVGST_stom_rep1_GM14470B-1_14","1","1","14","1","14","test","","0","1","29.4440128649184","100","9.1796875","4.7","3","1","15","2","4","4","100","40","4","3","2","3","3","30","4380","338","0","4","1","3","3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981248","GM14549A-10","","plot","8272240","202393DVGST_stom_rep1_GM14549A-10_494","1","1","494","18","29","test","","1","1","20.7","100","5.078125","2.6","5","1","5","6","4","2","180","40","4","2","1","3","2","22","2320","63","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979971","GM14549A-1","","plot","8272761","202393DVGST_stom_rep1_GM14549A-1_222","1","1","222","8","11","test","","1","1","25.5","160","9.375","4.8","4","1","12","6","4","3","180","50","3","1","1","2","3","24","4120","226","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814185","GM14549A-5","","plot","8272724","202393DVGST_stom_rep1_GM14549A-5_220","1","1","220","8","13","test","","0","1","23.1","240","10.7421875","5.5","5","2","20","8","4","2","240","60","4","3","1","2","3","35","3500","144","0","4","1","2","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814314","GM14549A-6","","plot","8272307","202393DVGST_stom_rep1_GM14549A-6_265","1","1","265","10","26","test","","0","1","24.2","230","6.8359375","3.5","4","1","10","8","4","2","230","60","4","1","1","3","2","35","2970","142","2","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979972","GM14550A-10","","plot","8272592","202393DVGST_stom_rep1_GM14550A-10_105","1","1","105","4","12","test","","1","1","27.1","120","7.421875","3.8","4","2","16","8","4","3","210","50","4","1","1","2","3","26","3420","219","1","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979857","GM14550A-1","","plot","8272184","202393DVGST_stom_rep1_GM14550A-1_88","1","1","88","4","29","test","","0","1","21","140","8.0078125","4.1","4","1","12","4","4","3","140","30","4","1","1","2","3","18","3780","108","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814022","GM14550A-2","","plot","8272406","202393DVGST_stom_rep1_GM14550A-2_387","1","1","387","14","20","test","","0","1","26.1","170","15.0390625","7.7","4","1","26","8","4","2","170","60","4","3","1","2","3","36","4620","269","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979858","GM14550A-3","","plot","8272480","202393DVGST_stom_rep1_GM14550A-3_443","1","1","443","16","22","test","","0","1","23.9","250","9.375","4.8","4","3","15","8","4","3","250","60","4","2","1","2","3","30","3750","171","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814359","GM14550A-4","","plot","8272650","202393DVGST_stom_rep1_GM14550A-4_477","1","1","477","17","13","test","","3","1","24.8","140","3.90625","2","4","3","5","6","4","4","260","50","3","1","1","3","3","13","1660","85","1","3","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814144","GM14550A-6","","plot","8272670","202393DVGST_stom_rep1_GM14550A-6_470","1","1","470","17","6","test","","1","1","27.5","240","9.765625","5","4","1","14","8","4","1","250","70","4","3","1","2","3","19","4460","295","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814023","GM14550A-7","","plot","8272345","202393DVGST_stom_rep1_GM14550A-7_471","1","1","471","17","7","test","","1","1","27.5","190","5.6640625","2.9","4","2","8","8","4","3","240","70","4","3","1","3","3","12","2780","184","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6980006","GM14550A-8","","plot","8272645","202393DVGST_stom_rep1_GM14550A-8_36","1","1","36","2","23","test","","1","1","22.8644424131627","140","7.03125","3.6","4","2","3","8","4","2","240","40","4","2","1","3","3","17","2850","115","4","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981249","GM14550A-9","","plot","8272725","202393DVGST_stom_rep1_GM14550A-9_224","1","1","224","8","9","test","","0","1","26.2","210","10.7421875","5.5","4","1","5","8","4","1","210","60","4","1","2","2","3","15","3830","225","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814392","GM14551B-2","","plot","8272764","202393DVGST_stom_rep1_GM14551B-2_348","1","1","348","12","1","test","","0","1","20.5","270","7.6171875","3.9","4","1","9","8","4","2","270","60","4","2","1","3","3","25","3410","88","4","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814075","GM14551B-3","","plot","8272344","202393DVGST_stom_rep1_GM14551B-3_40","1","1","40","2","19","test","","0","1","19.8342748091603","230","3.3203125","1.7","4","1","0","6","4","4","230","40","2","1","1","4","2","10","1340","30","0","2","1","3","4","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981931","GM14553B-1","","plot","8272769","202393DVGST_stom_rep1_GM14553B-1_525","1","1","525","19","3","test","","0","1","19.9","190","8.984375","4.6","4","3","5","6","4","3","190","60","4","2","1","2","3","20","4000","90","1","4","1","3","2","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814145","GM14553B-2","","plot","8272482","202393DVGST_stom_rep1_GM14553B-2_177","1","1","177","7","3","test","","0","1","19","75","0.5859375","0.3","3","1","0","0","4","5","75","10","2","3","1","5","1","9","240","4","0","2","1","2","4","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814186","GM14553B-3","","plot","8272197","202393DVGST_stom_rep1_GM14553B-3_130","1","1","130","5","14","test","","3","1","26.8","90","13.0859375","6.7","4","3","18","6","4","3","190","50","4","1","1","2","3","23","4710","294","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814109","GM14553B-5","","plot","8272557","202393DVGST_stom_rep1_GM14553B-5_125","1","1","125","5","9","test","","3","1","21.2","80","4.296875","2.2","4","3","6","6","4","4","230","40","4","3","1","4","2","21","1780","53","1","4","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814109","GM14553B-5","","plot","8272274","202393DVGST_stom_rep1_GM14553B-5_66","1","1","66","3","8","test","","3","1","22","95","5.2734375","2.7","4","2","5","6","4","4","210","40","4","3","1","3","2","20","1980","69","4","4","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814526","GM14553B-8","","plot","8272325","202393DVGST_stom_rep1_GM14553B-8_112","1","1","112","4","5","test","","1","1","29.1","130","2.34375","1.2","4","1","5","8","4","4","170","40","2","1","1","4","2","10","960","72","0","3","1","2","3","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981250","GM14553B-9","","plot","8272397","202393DVGST_stom_rep1_GM14553B-9_629","1","1","629","22","10","test","","1","1","19.4","130","4.6875","2.4","4","2","7","6","4","3","170","30","4","1","1","3","2","10","2340","45","3","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814431","GM14559B-10","","plot","8272681","202393DVGST_stom_rep1_GM14559B-10_641","1","1","641","23","3","test","","","","","","","","","","","","4","","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6814110","GM14559B-1","","plot","8272411","202393DVGST_stom_rep1_GM14559B-1_584","1","1","584","21","4","test","","0","1","28.5","250","5.6640625","2.9","4","2","10","8","4","3","250","60","3","3","1","3","2","18","2540","182","3","3","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6979973","GM14559B-2","","plot","8272660","202393DVGST_stom_rep1_GM14559B-2_572","1","1","572","20","9","test","","1","1","23.3","170","7.421875","3.8","4","2","10","6","4","3","230","50","4","3","1","3","2","25","3540","149","1","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6980007","GM14559B-3","","plot","8272384","202393DVGST_stom_rep1_GM14559B-3_628","1","1","628","22","11","test","","2","1","24","140","9.9609375","5.1","4","2","18","8","4","2","250","60","4","3","1","3","3","29","4310","201","0","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","18316","202393DVGST_stom","202393DVGST_stom","RCBD","1.6","3.2","","no","no","2023-September-25","2024-June-17","52","Santo Tomas. Atlantico, Colombia","6981251","GM14559B-4","","plot","8272740","202393DVGST_stom_rep1_GM14559B-4_405","1","1","405","14","2","test","","1","1","24.8","190","11.1328125","5.7","4","1","10","8","4","2","230","50","4","3","1","2","3","25","4930","251","0","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
