"Date of Download: 2024-07-31_16:55:27"
"Search Parameters: Data Level:all  Trait List:  Trial List:11905  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814265","GM14306A-5","","plot","6982075","202395DVGST_ciat_rep1_GM14306A-5_437","1","1","437","11","7","test","","9.3","21.8","1.3","0.8","42.2","65","","2","1","6","4","4","245","2","3","3","0","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814173","GM14306A-6","","plot","6982251","202395DVGST_ciat_rep1_GM14306A-6_233","1","1","233","6","26","test","","","","1.2","0.6","42.4","225","","2","1","4","4","4","225","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814470","GM14306A-7","","plot","6982471","202395DVGST_ciat_rep1_GM14306A-7_667","1","1","667","16","22","test","","","","","","","","","1","","","4","","","","","","","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979966","GM14306A-8","","plot","6982628","202395DVGST_ciat_rep1_GM14306A-8_985","1","1","985","23","39","test","","13.2","33.2","1.4","0.8","43.4","215","","2","1","8","4","3","310","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6981240","GM14312B-10","","plot","6982903","202395DVGST_ciat_rep1_GM14312B-10_336","1","1","336","8","9","test","","6.6","26.2","1.5","1.3","42.8","185","","1","1","10","4","3","310","1","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814137","GM14312B-1","","plot","6982740","202395DVGST_ciat_rep1_GM14312B-1_169","1","1","169","4","4","test","","7.8","18","0.8","0.6","43","125","","3","1","8","4","3","265","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979835","GM14312B-2","","plot","6982647","202395DVGST_ciat_rep1_GM14312B-2_802","1","1","802","19","28","test","","16.1","37.2","1.4","1.1","39.8","75","","3","2","8","4","3","360","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814138","GM14312B-3","","plot","6982175","202395DVGST_ciat_rep1_GM14312B-3_187","1","1","187","5","15","test","","9.5","24.5","0","0","39.7","85","","3","1","7","4","4","300","2","3","3","10","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814471","GM14312B-5","","plot","6982924","202395DVGST_ciat_rep1_GM14312B-5_685","1","1","685","16","4","test","","7.2","24.3","1","0.8","40.5","20","","2","1","6","4","4","235","2","3","2","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814472","GM14312B-6","","plot","6982603","202395DVGST_ciat_rep1_GM14312B-6_715","1","1","715","17","27","test","","7.7","12.3","0.9","0.7","40.6","80","","3","1","8","4","3","385","2","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814174","GM14312B-7","","plot","6982374","202395DVGST_ciat_rep1_GM14312B-7_243","1","1","243","6","16","test","","6.5","14","0.2","0.3","39.2","50","","4","2","7","4","3","295","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814216","GM14312B-8","","plot","6982939","202395DVGST_ciat_rep1_GM14312B-8_289","1","1","289","7","31","test","","","","1.7","1.3","40.3","135","","3","1","7","4","3","355","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814097","GM14312B-9","","plot","6981942","202395DVGST_ciat_rep1_GM14312B-9_122","1","1","122","3","36","test","","","","0.3","0.1","39.6","120","","4","2","7","4","3","340","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814266","GM14315A-1","","plot","6982639","202395DVGST_ciat_rep1_GM14315A-1_415","1","1","415","10","16","test","","5.2","17.9","1.7","0.9","37.4","140","","3","1","10","4","3","245","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979918","GM14315A-2","","plot","6982465","202395DVGST_ciat_rep1_GM14315A-2_907","1","1","907","22","40","test","","5.7","18.8","1.4","1.4","40.8","210","","3","1","10","4","2","355","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814061","GM14315A-3","","plot","6982593","202395DVGST_ciat_rep1_GM14315A-3_79","1","1","79","2","8","test","","","","1.4","1.1","42","150","","3","1","10","4","3","370","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979836","GM14315A-4","","plot","6982790","202395DVGST_ciat_rep1_GM14315A-4_807","1","1","807","19","33","test","","4.1","6.6","1.4","1.2","39.2","240","","3","1","12","4","2","240","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814306","GM14315A-5","","plot","6982778","202395DVGST_ciat_rep1_GM14315A-5_460","1","1","460","11","30","test","","12.8","25.6","1.4","0.9","45","45","5","3","1","10","4","3","330","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979837","GM14315A-6","","plot","6982447","202395DVGST_ciat_rep1_GM14315A-6_876","1","1","876","21","16","test","","5.7","16.2","1.9","1.6","39.2","215","","3","1","10","4","3","330","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814217","GM14315A-7","","plot","6982912","202395DVGST_ciat_rep1_GM14315A-7_280","1","1","280","7","22","test","","7.1","21.3","1.4","1.2","42.5","335","","3","1","12","4","1","335","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814307","GM14315A-8","","plot","6982470","202395DVGST_ciat_rep1_GM14315A-8_448","1","1","448","11","18","test","","6.6","18.2","0.9","0.6","39.2","130","","3","1","8","4","3","210","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814308","GM14317B-1","","plot","6982331","202395DVGST_ciat_rep1_GM14317B-1_465","1","1","465","11","35","test","","2.8","6.1","0.9","0.2","42.2","130","","3","1","10","4","3","320","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814473","GM14317B-2","","plot","6982937","202395DVGST_ciat_rep1_GM14317B-2_691","1","1","691","17","3","test","","7.9","20","1","0.8","42.3","165","","3","1","7","4","3","285","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814474","GM14317B-3","","plot","6982721","202395DVGST_ciat_rep1_GM14317B-3_688","1","1","688","16","1","test","","5.9","11.9","0","0","39.9","110","","2","1","5","4","4","220","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814175","GM14317B-4","","plot","6982343","202395DVGST_ciat_rep1_GM14317B-4_224","1","1","224","6","35","test","","2.9","7.8","0.7","0.2","39.2","175","3","3","2","6","4","3","370","2","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979919","GM14317B-5","","plot","6982619","202395DVGST_ciat_rep1_GM14317B-5_884","1","1","884","21","24","test","","3.7","7.1","0","0.3","36.1","130","","4","1","7","4","4","265","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814267","GM14317B-6","","plot","6982367","202395DVGST_ciat_rep1_GM14317B-6_420","1","1","420","10","11","test","","4.1","5.9","0.1","0","40.4","55","","3","1","7","4","4","280","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979838","GM14317B-8","","plot","6982326","202395DVGST_ciat_rep1_GM14317B-8_852","1","1","852","20","9","test","","3.4","13.8","1.1","0.9","43.2","10","","2","2","8","4","3","315","2","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979839","GM14317B-9","","plot","6982295","202395DVGST_ciat_rep1_GM14317B-9_841","1","1","841","20","20","test","","5","19.4","0.2","0.6","36.2","20","","3","1","3","4","5","300","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814176","GM14318B-1","","plot","6982000","202395DVGST_ciat_rep1_GM14318B-1_267","1","1","267","7","9","test","","7.8","15.2","0.8","0.8","42.5","80","","3","1","8","4","3","305","2","3","3","2","4","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814309","GM14318B-2","","plot","6982799","202395DVGST_ciat_rep1_GM14318B-2_486","1","1","486","12","31","test","","4.3","10.3","0.5","0.2","37.4","60","","4","2","7","4","4","270","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979920","GM14318B-3","","plot","6982519","202395DVGST_ciat_rep1_GM14318B-3_886","1","1","886","21","26","test","","","","","","","135","","2","1","6","4","4","240","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814218","GM14318B-5","","plot","6982009","202395DVGST_ciat_rep1_GM14318B-5_286","1","1","286","7","28","test","","9.7","27.9","0.8","0.4","40.7","25","","3","1","5","4","5","230","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814349","GM14319B-1","","plot","6982393","202395DVGST_ciat_rep1_GM14319B-1_516","1","1","516","12","1","test","","6.2","20.8","0.9","0.3","38","35","","2","1","4","4","4","170","2","3","4","0","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6981241","GM14319B-2","","plot","6982130","202395DVGST_ciat_rep1_GM14319B-2_347","1","1","347","9","3","test","","7.4","18.4","1.2","0.6","40.8","105","","3","1","8","4","3","360","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814385","GM14319B-3","","plot","6982558","202395DVGST_ciat_rep1_GM14319B-3_580","1","1","580","14","23","test","","2.5","9.7","1.1","0.8","42.3","105","","4","1","6","4","3","280","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814475","GM14319B-4","","plot","6982189","202395DVGST_ciat_rep1_GM14319B-4_708","1","1","708","17","20","test","","","","0.8","0.5","41.9","30","","2","1","4","4","5","200","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6981242","GM14319B-5","","plot","6982931","202395DVGST_ciat_rep1_GM14319B-5_361","1","1","361","9","17","test","","6.5","14.6","0.6","0.3","41.1","20","","3","1","3","4","5","230","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814350","GM14319B-6","","plot","6982638","202395DVGST_ciat_rep1_GM14319B-6_522","1","1","522","13","6","test","","12","32","1.2","0.8","43","95","","2","1","6","4","4","245","2","2","5","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979840","GM14319B-7","","plot","6982693","202395DVGST_ciat_rep1_GM14319B-7_844","1","1","844","20","17","test","","","","0.5","0.7","35.7","130","","3","1","8","4","4","340","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814098","GM14321A-1","","plot","6982042","202395DVGST_ciat_rep1_GM14321A-1_164","1","1","164","4","9","test","","6.5","20.5","1.3","0.9","40.8","245","","4","1","20","4","1","415","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6980001","GM14321A-2","","plot","6982386","202395DVGST_ciat_rep1_GM14321A-2_996","1","1","996","24","37","test","","8.1","18.9","1.5","1.1","43.1","170","","3","1","10","4","2","300","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814062","GM14321A-3","","plot","6982286","202395DVGST_ciat_rep1_GM14321A-3_84","1","1","84","2","3","test","","9.2","25.8","1","1.1","39.5","210","","3","1","12","4","1","330","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6981929","GM14321A-4","","plot","6982102","202395DVGST_ciat_rep1_GM14321A-4_349","1","1","349","9","5","test","","15.5","32.1","1.2","1.1","42.1","350","","2","1","10","4","3","350","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979921","GM14321A-5","","plot","6982795","202395DVGST_ciat_rep1_GM14321A-5_928","1","1","928","22","19","test","","6.9","20.7","2.1","1.3","42.3","35","","3","1","7","4","4","285","2","3","3","1","4","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814351","GM14321A-6","","plot","6982147","202395DVGST_ciat_rep1_GM14321A-6_509","1","1","509","12","8","test","","10.9","20.9","0.9","0.8","41.5","295","","2","1","8","4","3","295","2","3","5","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814476","GM14321A-7","","plot","6982918","202395DVGST_ciat_rep1_GM14321A-7_672","1","1","672","16","17","test","","","","","","","","","","","","4","","","","","","","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6981243","GM14321A-8","","plot","6982153","202395DVGST_ciat_rep1_GM14321A-8_376","1","1","376","9","32","test","","24.3","37.4","1","0.8","39.2","145","","3","1","7","4","3","395","2","3","4","0","4","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814352","GM14321A-9","","plot","6982481","202395DVGST_ciat_rep1_GM14321A-9_549","1","1","549","13","33","test","","13.8","36.2","1.1","1","41.5","65","","2","1","8","4","3","320","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979841","GM14323B-1","","plot","6982923","202395DVGST_ciat_rep1_GM14323B-1_815","1","1","815","19","41","test","","8.5","15","1.8","1.5","42.5","175","","4","1","10","4","3","305","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6980002","GM14323B-2","","plot","6982627","202395DVGST_ciat_rep1_GM14323B-2_1011","1","1","1011","24","22","test","","9.6","22.6","1.5","1.2","41.7","100","","3","1","4","4","4","200","2","3","4","0","4","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814353","GM14323B-3","","plot","6982841","202395DVGST_ciat_rep1_GM14323B-3_504","1","1","504","12","13","test","","16.1","27.6","1.4","1","39.7","110","","3","1","8","4","3","245","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814518","GM14323B-4","","plot","6982344","202395DVGST_ciat_rep1_GM14323B-4_768","1","1","768","18","7","test","","10.7","19.3","0.8","0.8","43.9","80","","3","1","5","4","3","295","2","3","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814177","GM14323B-5","","plot","6982188","202395DVGST_ciat_rep1_GM14323B-5_244","1","1","244","6","15","test","","10.9","22.4","1.3","1.2","42.5","85","","2","1","8","4","4","325","2","2","4","0","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979967","GM14323B-6","","plot","6982318","202395DVGST_ciat_rep1_GM14323B-6_975","1","1","975","23","29","test","","8.7","20.5","1.6","1.1","45","60","","3","1","5","4","4","220","2","3","4","0","4","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814099","GM14323B-7","","plot","6982747","202395DVGST_ciat_rep1_GM14323B-7_128","1","1","128","3","42","test","","15.9","23.9","1.3","0.9","44.6","335","","5","1","10","4","2","335","2","3","4","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6979842","GM14323B-8","","plot","6981984","202395DVGST_ciat_rep1_GM14323B-8_882","1","1","882","21","22","test","","9.3","20.4","1.7","1","46","145","","3","1","8","4","3","280","2","2","3","0","4","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814063","GM14359A-10","","plot","6982890","202395DVGST_ciat_rep1_GM14359A-10_96","1","1","96","3","10","test","","8.8","19","1.8","1.3","44.2","50","","3","1","6","4","4","320","2","3","2","0","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6773488","GM14359A-1","","plot","6982267","202395DVGST_ciat_rep1_GM14359A-1_451","1","1","451","11","21","test","","6.5","15.1","1.5","1.1","43.2","80","","2","1","5","4","4","275","2","3","3","0","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11905","202395DVGST_ciat","202395DVGST_ciat","Augmented","1.2","4","","no","no","2023-September-27","","41","CIAT. Valle, Colombia","6814100","GM14359A-2","","plot","6982178","202395DVGST_ciat_rep1_GM14359A-2_119","1","1","119","3","33","test","","10.1","28.3","1.4","1.1","42","115","3","2","1","4","4","3","245","2","3","4","0","3","1"," (Operator: lizbethpino, Time: )"
