"Date of Download: 2024-07-11_20:12:40"
"Search Parameters: Data Level:all  Trait List:  Trial List:11904  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979926","GM14549A-2","","plot","6981639","202394DVGST_momi_rep1_GM14549A-2_327","1","1","327","8","2","test","","2","31.7347730600293","30","26.6483516483516","9.7","4","2","9","5.1","8","4","4","265","50","4","1","1","2","2","29","4500","402","1","4","2","2","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814391","GM14549A-3","","plot","6981397","202394DVGST_momi_rep1_GM14549A-3_653","1","1","653","16","4","test","","1","34.6123255813953","165","5.21978021978022","1.9","5","2","4","1.4","10","4","2","265","40","4","3","1","3","2","9","1200","125","7","4","3","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814185","GM14549A-5","","plot","6981658","202394DVGST_momi_rep1_GM14549A-5_127","1","1","127","4","38","test","","0","33.3267730496454","350","12.6373626373626","4.6","5","1","0","0","12","4","1","350","5","4","3","2","3","2","38","2500","244","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814314","GM14549A-6","","plot","6981289","202394DVGST_momi_rep1_GM14549A-6_271","1","1","271","7","25","test","","0","35.4183377308707","360","17.8571428571429","6.5","5","1","3","1.7","10","4","2","360","40","4","1","1","3","2","28","3400","368","","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979856","GM14549A-7","","plot","6981833","202394DVGST_momi_rep1_GM14549A-7_92","1","1","92","3","10","test","","2","34.2358487605899","80","18.6813186813187","6.8","5","1","12","4.7","10","4","2","280","30","4","3","1","2","2","31","3550","363","0","4","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814315","GM14549A-8","","plot","6981608","202394DVGST_momi_rep1_GM14549A-8_267","1","1","267","7","21","test","","4","35.1291271347249","70","17.5824175824176","6.4","4","1","9","3.4","6","4","5","250","15","4","3","1","3","2","24","2950","315","0","4","2","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814107","GM14549A-9","","plot","6981510","202394DVGST_momi_rep1_GM14549A-9_580","1","1","580","15","6","test","","0","30.4128205128205","250","5.90659340659341","2.15","5","2","0","0","10","4","4","250","20","4","1","1","4","2","20","1700","140","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979972","GM14550A-10","","plot","6981312","202394DVGST_momi_rep1_GM14550A-10_27","1","1","27","1","27","test","","4","33.7014542570069","210","6.59340659340659","2.4","5","3","2","0.8","12","4","2","450","150","4","1","1","4","2","13","2100","209","0","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814022","GM14550A-2","","plot","6981734","202394DVGST_momi_rep1_GM14550A-2_153","1","1","153","4","12","test","","0","30.115690376569","240","11.9505494505495","4.35","5","1","7","3.65","10","4","2","240","35","4","3","1","3","2","15","3900","315","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979858","GM14550A-3","","plot","6981563","202394DVGST_momi_rep1_GM14550A-3_456","1","1","456","12","37","test","","0","30.8307740324594","320","20.6043956043956","7.5","5","2","10","5.2","12","4","2","320","70","4","3","1","1","2","28","4375","370","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814359","GM14550A-4","","plot","6981277","202394DVGST_momi_rep1_GM14550A-4_180","1","1","180","5","16","test","","0","32.9195964621338","310","5.90659340659341","2.15","5","3","0","0","8","4","3","310","60","4","1","1","5","2","12","2000","191","0","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814023","GM14550A-7","","plot","6981730","202394DVGST_momi_rep1_GM14550A-7_586","1","1","586","15","12","test","","2","30.0216149608582","120","10.4395604395604","3.8","5","2","4","2.25","10","4","4","265","50","3","3","1","2","3","16","3750","301","0","4","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6980006","GM14550A-8","","plot","6981843","202394DVGST_momi_rep1_GM14550A-8_290","1","1","290","8","39","test","","3","37.7909090909091","95","17.032967032967","6.2","5","2","7","3.3","12","4","2","295","48","4","3","1","3","2","18","2850","342","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981249","GM14550A-9","","plot","6981794","202394DVGST_momi_rep1_GM14550A-9_346","1","1","346","9","18","test","","0","31.0032627865961","310","11.2637362637363","4.1","5","1","4","2.4","10","4","1","310","70","4","1","1","3","2","13","3100","265","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814186","GM14553B-3","","plot","6981709","202394DVGST_momi_rep1_GM14553B-3_2","1","1","2","1","2","test","","2","33.2499047165317","155","17.4450549450549","6.35","5","3","8","3.65","8","4","3","255","130","4","1","1","3","2","24","4650","452","1","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814109","GM14553B-5","","plot","6981599","202394DVGST_momi_rep1_GM14553B-5_337","1","1","337","9","9","test","","7","34.2920587194906","30","12.2252747252747","4.45","5","3","8","2.3","8","4","4","250","30","3","3","1","3","2","19","3150","323","0","3","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981250","GM14553B-9","","plot","6981370","202394DVGST_momi_rep1_GM14553B-9_535","1","1","535","14","40","test","","1","28.368193506911","100","15.521978021978","5.65","5","3","8","4","8","4","4","235","30","4","1","1","2","2","21","3350","239","1","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814431","GM14559B-10","","plot","6981565","202394DVGST_momi_rep1_GM14559B-10_604","1","1","604","15","30","test","","2","29.2067447376223","190","10.4395604395604","3.8","5","2","7","3.55","10","4","3","295","10","4","2","1","3","2","10","3650","277","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979973","GM14559B-2","","plot","6981285","202394DVGST_momi_rep1_GM14559B-2_119","1","1","119","3","37","test","","5","30.375410660409","50","18.6813186813187","6.8","5","2","10","5.7","10","4","4","220","20","4","3","1","3","2","19","3250","267","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6980007","GM14559B-3","","plot","6981750","202394DVGST_momi_rep1_GM14559B-3_243","1","1","243","6","4","test","","3","30.1856965174129","240","14.8351648351648","5.4","5","2","7","3.95","12","4","3","325","10","4","3","1","2","2","22","3500","284","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981251","GM14559B-4","","plot","6981299","202394DVGST_momi_rep1_GM14559B-4_66","1","1","66","2","17","test","","0","34.4044103072349","200","15.521978021978","5.65","5","1","9","3.4","10","4","2","200","60","4","3","1","2","2","22","4500","464","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814393","GM14559B-7","","plot","6981378","202394DVGST_momi_rep1_GM14559B-7_1","1","1","1","1","1","test","","1","27.4801750150875","170","10.1648351648352","3.7","5","2","8","2.5","6","4","3","220","40","4","3","1","3","1","18","3550","236","4","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814527","GM14559B-8","","plot","6981559","202394DVGST_momi_rep1_GM14559B-8_74","1","1","74","2","9","test","","4","34.1577594123048","140","17.4450549450549","6.35","5","2","11","4.8","10","4","4","250","20","3","3","1","2","2","23","4850","494","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979860","GM14559B-9","","plot","6981379","202394DVGST_momi_rep1_GM14559B-9_539","1","1","539","14","36","test","","1","33.2948863636363","290","14.2857142857143","5.2","5","2","7","3.8","12","4","5","330","40","4","3","1","2","2","17","3900","380","","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814482","GM14561B-1","","plot","6981382","202394DVGST_momi_rep1_GM14561B-1_599","1","1","599","15","25","test","","0","32.7775504151839","330","23.3516483516484","8.5","5","1","12","5.5","10","4","2","330","12","4","3","1","2","2","28","3725","353","3","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814528","GM14562B-10","","plot","6981850","202394DVGST_momi_rep1_GM14562B-10_373","1","1","373","10","38","test","","0","22.5443901670343","245","21.1538461538462","7.7","5","1","14","5.65","8","4","2","245","48","4","3","1","2","2","26","3300","127","0","4","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981252","GM14562B-3","","plot","6981713","202394DVGST_momi_rep1_GM14562B-3_436","1","1","436","11","26","test","","0","35.2785797438882","245","20.8791208791209","7.6","5","1","13","6.5","10","4","2","245","60","4","3","1","1","2","22","3850","414","1","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814273","GM14562B-5","","plot","6981814","202394DVGST_momi_rep1_GM14562B-5_463","1","1","463","12","30","test","","1","36.5636482939632","235","30.4945054945055","11.1","5","1","15","9.5","12","4","1","275","20","4","3","1","1","3","27","4300","490","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814148","GM14562B-7","","plot","6981594","202394DVGST_momi_rep1_GM14562B-7_628","1","1","628","16","29","test","","0","32.6299116997792","340","7.41758241758242","2.7","5","3","0","","10","4","2","340","80","4","1","1","3","2","32","2500","235","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979927","GM14562B-8","","plot","6981699","202394DVGST_momi_rep1_GM14562B-8_575","1","1","575","15","1","test","","0","26.2876641918903","290","24.4505494505495","8.9","5","3","20","8.1","12","4","2","290","120","4","3","1","2","2","27","3725","223","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814274","GM14562B-9","","plot","6981523","202394DVGST_momi_rep1_GM14562B-9_156","1","1","156","4","9","test","","0","27.9600625509927","280","27.4725274725275","10","5","1","14","7.8","12","4","1","280","90","4","3","1","1","2","29","3950","273","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814187","GM14564A-3","","plot","6981754","202394DVGST_momi_rep1_GM14564A-3_468","1","1","468","12","25","test","","0","28.9861979166667","250","17.3076923076923","6.3","3","1","7","3.65","10","4","2","250","70","4","3","3","3","1","20","4150","310","0","4","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814361","GM14564A-4","","plot","6981671","202394DVGST_momi_rep1_GM14564A-4_37","1","1","37","1","37","test","","1","31.7559792556437","30","5.21978021978022","1.9","5","3","3","1.2","8","4","4","170","40","3","3","1","4","1","10","1800","161","0","4","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979928","GM14564A-5","","plot","6981610","202394DVGST_momi_rep1_GM14564A-5_617","1","1","617","16","40","test","","2","33.4477821586989","240","16.7582417582418","6.1","4","1","12","4.15","10","4","1","250","10","3","3","1","3","2","23","4500","442","1","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814275","GM14564A-6","","plot","6981487","202394DVGST_momi_rep1_GM14564A-6_430","1","1","430","11","20","test","","0","32.0171819262782","350","18.2692307692308","6.65","5","1","8","4.75","12","4","1","350","40","4","3","1","2","2","20","3700","336","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979974","GM14564A-8","","plot","6981432","202394DVGST_momi_rep1_GM14564A-8_145","1","1","145","4","20","test","","0","31.1262474467464","200","12.5","4.55","4","1","4","1.7","8","4","3","200","50","4","3","1","3","2","24","3750","323","0","4","1","2","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814224","GM14565B-1","","plot","6981824","202394DVGST_momi_rep1_GM14565B-1_607","1","1","607","15","33","test","","0","33.2102436323366","215","5.76923076923077","2.1","5","1","1","1","8","4","4","215","30","4","3","1","4","2","6","2000","194","0","4","1","2","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979929","GM14565B-2","","plot","6981661","202394DVGST_momi_rep1_GM14565B-2_16","1","1","16","1","16","test","","1","26.7906827880512","280","4.67032967032967","1.7","5","1","3","0.8","12","4","1","350","100","4","3","1","4","1","19","1500","94","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814150","GM14565B-3","","plot","6981620","202394DVGST_momi_rep1_GM14565B-3_291","1","1","291","8","38","test","","0","30.8067961165048","185","5.76923076923077","2.1","5","2","0","0","8","4","4","185","20","3","3","1","4","1","15","1800","152","0","3","1","2","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979862","GM14565B-7","","plot","6981399","202394DVGST_momi_rep1_GM14565B-7_51","1","1","51","2","32","test","","3","29.9717391304347","220","15.9340659340659","5.8","5","3","8","3.7","2","4","3","380","50","4","3","1","2","2","26","3700","296","0","4","2","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979930","GM14565B-8","","plot","6981840","202394DVGST_momi_rep1_GM14565B-8_142","1","1","142","4","23","test","","3","37.1798980747452","170","19.6428571428571","7.15","5","1","10","3.65","10","4","2","270","50","4","3","1","2","2","34","3000","351","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979975","GM14566B-3","","plot","6981569","202394DVGST_momi_rep1_GM14566B-3_188","1","1","188","5","24","test","","5","34.6945323406235","50","9.75274725274726","3.55","5","3","5","2.3","8","4","4","200","40","3","3","1","3","2","14","2400","251","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814024","GM14566B-4","","plot","6981911","202394DVGST_momi_rep1_GM14566B-4_173","1","1","173","5","9","test","","0","23.543423019432","280","15.6593406593407","5.7","5","1","8","4","12","4","1","280","50","4","2","1","2","2","16","3500","155","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981253","GM14566B-5","","plot","6981436","202394DVGST_momi_rep1_GM14566B-5_43","1","1","43","2","40","test","","0","28.3350776164246","210","20.467032967033","7.45","5","2","9","5.95","8","4","4","210","80","4","3","1","3","2","18","4300","306","1","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979931","GM14566B-6","","plot","6981775","202394DVGST_momi_rep1_GM14566B-6_592","1","1","592","15","18","test","","2","29.0301860974275","170","5.90659340659341","2.15","3","3","5","1.7","8","4","4","230","20","2","3","1","3","2","10","1975","148","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814025","GM14566B-9","","plot","6981883","202394DVGST_momi_rep1_GM14566B-9_116","1","1","116","3","34","test","","0","25.7387434554974","200","12.3626373626374","4.5","5","3","8","3.25","6","4","5","200","40","4","3","1","3","2","20","4050","230","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981254","GM14574A-1","","plot","6981690","202394DVGST_momi_rep1_GM14574A-1_8","1","1","8","1","8","test","","0","34.6083174516743","260","12.0879120879121","4.4","4","2","6","3.15","8","4","3","260","70","4","3","1","3","2","17","4100","427","3","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814111","GM14574A-2","","plot","6981273","202394DVGST_momi_rep1_GM14574A-2_385","1","1","385","10","26","test","","1","35.2931186868687","45","19.7802197802198","7.2","3","1","10","5","8","4","2","225","30","4","1","1","2","2","22","3550","382","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979932","GM14574A-3","","plot","6981317","202394DVGST_momi_rep1_GM14574A-3_503","1","1","503","13","11","test","","0","35.2269857433809","250","10.4395604395604","3.8","5","1","5","1.9","10","4","3","250","40","4","3","1","4","1","16","2750","295","2","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979976","GM14574A-4","","plot","6981591","202394DVGST_momi_rep1_GM14574A-4_135","1","1","135","4","30","test","","2","38.3428101709776","230","10.989010989011","4","5","1","5","2.75","8","4","2","290","60","4","3","","3","1","13","2600","319","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814076","GM14574A-5","","plot","6981586","202394DVGST_momi_rep1_GM14574A-5_407","1","1","407","10","4","test","","0","35.8307901907357","155","12.7747252747253","4.65","5","1","7","2.55","6","4","4","155","30","4","1","1","3","2","21","3300","364","0","4","1","3","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814277","GM14574A-6","","plot","6981818","202394DVGST_momi_rep1_GM14574A-6_477","1","1","477","12","16","test","","0","41.0271208226221","145","6.04395604395605","2.2","3","1","2","0.8","8","4","4","145","48","4","3","1","4","1","12","1350","183","1","4","1","1","1","1"," (Operator: lizbethpino, Time: )"
